AcademicYear,Quarter,CensusDate,CourseCode,Section,CRN,Instructor,Capacity,Enrolled,SeatsRemaining,Waitlist,Campus,Days,StartTime,EndTime,Credits,ScheduleType,DeliveryMode,Room,Building
2024-25,Spring,,DESN 365,040,20537,Hustrutid_Ginelle,24,15,9,10,Spokane,MTW,01:00,03:20,5,Performance,Campus,,
2024-25,Spring,,DESN 368,040,20538,Masingale_Travis,24,12,12,10,Spokane,MTW,10:00,12:20,5,Performance,Campus,,
2024-25,Spring,,DESN 384,025,22329,Braukmann_James_Durfee_Jayna,24,17,7,10,Cheney,MTWRF,,,5,Performance,Campus,,
2024-25,Spring,,DESN 384,075,22347,Braukmann_James_Durfee_Jayna,1,1,0,5,Cheney,MTWRF,,,5,Performance,Campus,,
2024-25,Spring,,DESN 458,040,20540,Lybbert_Meg,24,14,10,10,Spokane,MTW,04:00,06:20,5,Performance,Campus,,
2024-25,Spring,,DESN 463,040,20541,Durr_Sonja,10,10,0,10,Spokane,MTW,01:00,03:20,5,Performance,Campus,,
2024-25,Spring,,DESN 468,040,20542,Manikoth_Colin,24,12,12,10,Spokane,MTW,10:00,12:20,5,Performance,Campus,,
2024-25,Spring,,DESN 480,040,20543,Manikoth_Colin,24,18,6,10,Spokane,MTW,01:00,03:20,5,Performance,Campus,,
2024-25,Spring,,DESN 490,040,20544,Manikoth_Colin,10,10,0,10,Spokane,MTW,10:00,12:20,5,Performance,Campus,,
2024-25,Spring,,DESN 491,001,22498,Breen_Melinda,3,3,0,0,Spokane,MTWRF,,,3,Independent Study,Campus,,
2024-25,Spring,,DESN 491,002,22616,Masingale_Travis,2,2,0,0,Spokane,MTWRF,,,2,Independent Study,Campus,,
2024-25,Spring,,DESN 495,001,22495,Mills_Simeon,2,2,0,0,Spokane,MTWRF,,,2,Field Application,Campus,,
2024-25,Spring,,DESN 495,002,22580,Masingale_Travis,5,5,0,0,Spokane,MTWRF,,,5,Field Application,Campus,,
2024-25,Spring,,DESN 495,003,22610,Breen_Melinda,5,5,0,0,Spokane,MTWRF,,,5,Field Application,Campus,,
2024-25,Spring,,DESN 495,004,22581,Breen_Melinda,4,4,0,0,Spokane,MTWRF,,,4,Field Application,Campus,,
2024-25,Spring,,DESN 495,005,22611,Mills_Simeon,5,5,0,0,Spokane,MTWRF,,,5,Field Application,Campus,,
2024-25,Spring,,DESN 495,006,22635,Breen_Melinda,2,2,0,0,Spokane,MTWRF,,,2,Field Application,Campus,,
2024-25,Spring,,DESN 495,007,22699,Masingale_Travis,3,3,0,0,Spokane,MTWRF,,,3,Field Application,Campus,,
2024-25,Spring,,DESN 495,008,22706,Breen_Melinda,7,7,0,0,Spokane,MTWRF,,,7,Field Application,Campus,,
2024-25,Spring,,DESN 495,009,22744,Masingale_Travis,2,2,0,0,Spokane,MTWRF,,,2,Field Application,Campus,,
2024-25,Spring,,DESN 499,040,22568,Sopu_Ariel,3,3,0,0,Spokane,MTWRF,,,3,Independent Study,Campus,,
2024-25,Spring,,DESN 499,041,22612,Sopu_Ariel,4,4,0,0,Spokane,MTWRF,,,4,Independent Study,Campus,,
2024-25,Spring,,DESN 499,042,22613,Manikoth_Colin,5,5,0,0,Spokane,MTWRF,,,5,Independent Study,Campus,,
2024-25,Spring,,DESN 499,043,22636,Durr_Sonja,2,2,0,0,Spokane,MTWRF,,,2,Independent Study,Campus,,
2024-25,Spring,,DESN 499,044,22644,Hustrutid_Ginelle,5,5,0,0,Spokane,MTWRF,,,5,Independent Study,Campus,,
2024-25,Spring,,DESN 499,045,22645,Hustrutid_Ginelle,5,5,0,0,Spokane,MTWRF,,,5,Independent Study,Campus,,
2024-25,Spring,,DESN 499,046,22713,Hustrutid_Ginelle,3,3,0,0,Spokane,MTWRF,,,3,Independent Study,Campus,,
2024-25,Spring,,DESN 499,047,22722,Lybbert_Meg,2,2,0,0,Spokane,MTWRF,,,2,Independent Study,Campus,,
2024-25,Spring,,DESN 499,048,22735,Masingale_Travis,2,2,0,0,Spokane,MTWRF,,,2,Independent Study,Campus,,
2024-25,Spring,,DESN 499,049,22736,Masingale_Travis,1,1,0,0,Spokane,MTWRF,,,1,Independent Study,Campus,,
2024-25,Spring,,DESN 499,050,22743,Mills_Simeon,3,3,0,0,Spokane,MTWRF,,,3,Independent Study,Campus,,
